GenusSpecies,ImageID
Amelanchier ovalis,18028
Amelanchier ovalis,8854
Amelanchier ovalis,31656
Myrtus communis,10929
Myrtus communis,28667
Myrtus communis,17820
Dactylorhiza fuchsii,760
Dactylorhiza fuchsii,931
Parnassia palustris,6283
Parnassia palustris,24638
Globularia alypum,29396
Globularia alypum,17376
Globularia bisnagarica,35642
Globularia bisnagarica,19087
Globularia bisnagarica,22749
Globularia bisnagarica,7898
Castanea sativa,3574
Echinophora spinosa,11434
Echinophora spinosa,14588
Echinophora spinosa,29333
Echinophora spinosa,13380
Echinophora spinosa,20471
Echinophora spinosa,33636
Plantago media,7665
Pistacia terebinthus,15826
Pistacia lentiscus,7925
Pistacia lentiscus,18396
Cotinus coggygria,26334
Cotinus coggygria,9935
Cotinus coggygria,165
Cotinus coggygria,29127
Cotinus coggygria,25162
Cotinus coggygria,13653
Gentianella ciliata,8956
Gentianella ciliata,5292
Gentianella ciliata,23074
Prunus spinosa,18984
Prunus spinosa,20327
Prunus spinosa,7749
Prunus spinosa,28897
Pinus halepensis,21877
Ranunculus ficaria,22340
Limodorum abortivum,16636
Magnolia grandiflora,4406
Dactylorhiza maculata,8536
Dactylorhiza maculata,33681
Viburnum tinus,23774
Viburnum tinus,3216
Helleborus foetidus,24301
Anemone hepatica,15420
Scilla bifolia,5293
Asplenium scolopendrium,21109
Ligustrum vulgare,11625
Tussilago farfara,7666
Gagea granatelli,26607
Tussilago farfara,10229
Tussilago farfara,21011
Celtis australis,8571
Quercus ilex,6909
Quercus ilex,499
Quercus ilex,22764
Quercus ilex,11115
Laurus nobilis,19547
Laurus nobilis,36
Laurus nobilis,9605
Quercus ilex,10612
Pittosporum tobira,5424
Olea europaea,20066
Olea europaea,30102
Olea europaea,30061
Nerium oleander,32876
Nerium oleander,33112
Nerium oleander,11105
Viburnum tinus,13222
Viburnum tinus,18704
Viburnum tinus,27687
Viburnum tinus,16562
Viburnum tinus,27659
Pistacia lentiscus,19421
Pistacia lentiscus,21236
Viburnum tinus,2295
Viburnum tinus,16186
Viburnum tinus,15903
Viburnum tinus,20798
Arbutus unedo,17496
Arbutus unedo,17520
Arbutus unedo,24030
Arbutus unedo,4676
Quercus coccifera,6628
Quercus coccifera,8258
Quercus coccifera,2872
Acer platanoides,18941
Acer platanoides,6327
Magnolia grandiflora,35161
Magnolia grandiflora,20829
Magnolia grandiflora,28682
Magnolia grandiflora,310
Magnolia grandiflora,25678
Magnolia grandiflora,13689
Magnolia grandiflora,6522
Magnolia grandiflora,27693
Acer platanoides,2370
Acer platanoides,1303
Aesculus hippocastanum,19205
Ailanthus altissima,537
Ailanthus altissima,34123
Ailanthus altissima,1273
Castanea sativa,1002
Corylus avellana,4730
Fagus sylvatica,599
Gleditsia triacanthos,4258
Populus alba,19853
Prunus avium,26735
Quercus ilex,27355
Quercus ilex,4460
Quercus rubra,18741
Robinia pseudoacacia,10413
Sambucus nigra,22186
Sophora japonica,3661
Tilia platyphyllos,7538
Olea europaea,8788
Olea europaea,29018
Nerium oleander,11836
Vitex agnus-castus,3605
Vitex agnus-castus,26549
Vitex agnus-castus,13110
Vitex agnus-castus,13719
Vitex agnus-castus,16378
Cercis siliquastrum,23234
Cercis siliquastrum,13164
Cercis siliquastrum,6822
Cercis siliquastrum,1684
Cercis siliquastrum,278
Cercis siliquastrum,18991
Vitex agnus-castus,26192
Nerium oleander,15987
Vitex agnus-castus,6159
Scilla bifolia,6445
Lithodora fruticosa,9066
Malva sylvestris,6470
Malva sylvestris,34236
Echium vulgare,20970
Echium vulgare,22653
Anemone nemorosa,13628
Globularia alypum,20813
Viburnum tinus,17940
Quercus ilex,26157
Celtis australis,24305
Celtis australis,30511
Celtis australis,29205
Celtis australis,25745
Celtis australis,21007
Celtis australis,517
Cercis siliquastrum,21229
Cercis siliquastrum,20329
Cercis siliquastrum,14374
Cercis siliquastrum,14477
Cercis siliquastrum,21963
Cercis siliquastrum,23200
Cercis siliquastrum,24857
Centaurea aspera,18824
Cercis siliquastrum,11972
Smilax aspera,3167
Elaeagnus angustifolia,14141
Elaeagnus angustifolia,24649
Elaeagnus angustifolia,30309
Elaeagnus angustifolia,33830
Elaeagnus angustifolia,7020
Elaeagnus angustifolia,15181
Elaeagnus angustifolia,10430
Elaeagnus angustifolia,36035
Lithodora fruticosa,15742
Lithodora fruticosa,25684
Smilax aspera,192
Smilax aspera,35209
Smilax aspera,6387
Smilax aspera,3405
Smilax aspera,22136
Smilax aspera,29928
Smilax aspera,17892
Smilax aspera,2693
Smilax aspera,4780
Acer platanoides,45
Acer platanoides,8856
Acer campestre,217
Acer campestre,22680
Cercis siliquastrum,4078
Cercis siliquastrum,235
Cercis siliquastrum,6135
Cercis siliquastrum,30447
Cercis siliquastrum,11688
Matthiola sinuata,26011
Matthiola sinuata,23082
Viburnum tinus,659
Viburnum tinus,3511
Viburnum tinus,13560
Robinia pseudoacacia,21139
Robinia pseudoacacia,6680
Orchis purpurea,25346
Fraxinus ornus,24894
Orchis purpurea,19306
Fagus sylvatica,22570
Fagus sylvatica,12966
Cornus sanguinea,16276
Cornus sanguinea,16075
Gentiana purpurea,34421
Gentiana purpurea,32197
Gentiana purpurea,6355
Gentiana purpurea,7394
Gentiana purpurea,15595
Gentiana purpurea,33748
Gentiana purpurea,10793
Gentiana purpurea,31366
Gentiana purpurea,28896
Gentiana purpurea,18477
Gentiana purpurea,13240
Gentiana purpurea,17659
Ophrys apifera,9978
Pinus halepensis,16262
Pinus halepensis,25711
Pinus halepensis,20651
Pinus halepensis,13885
Pinus halepensis,14105
Pinus halepensis,36032
Pinus halepensis,16017
Pinus halepensis,27470
Pinus halepensis,19803
Pinus halepensis,23752
Pinus halepensis,16387
Pinus halepensis,18703
Anemone nemorosa,24829
Betula pendula,1794
Neottia nidus-avis,1553
Neottia nidus-avis,27503
Neottia nidus-avis,24924
Neottia nidus-avis,24861
Cyanus montanus,5083
Agrimonia eupatoria,11942
Gagea granatelli,34332
Gagea granatelli,9674
Gagea granatelli,12012
Gagea granatelli,27174
Gagea granatelli,22729
Gagea granatelli,11863
Gagea granatelli,2020
Gagea granatelli,11478
Gagea granatelli,9799
Gagea granatelli,632
Carthamus lanatus,12547
Gagea bohemica,12164
Gagea bohemica,26543
Gagea bohemica,32143
Gagea bohemica,35538
Gagea bohemica,17768
Gagea bohemica,6760
Gagea bohemica,25023
Gagea bohemica,31916
Gagea bohemica,8576
Gagea bohemica,31687
Asphodelus cerasiferus,19446
Acer campestre,10719
Acer campestre,14017
Adonis annua,13382
Aesculus hippocastanum,13632
Aesculus hippocastanum,3021
Aesculus hippocastanum,24962
Alnus cordata,4720
Alnus cordata,14509
Alnus cordata,30691
Alnus cordata,10168
Arbutus unedo,26338
Arbutus unedo,430
Bellevalia romana,8939
Bellevalia romana,22931
Bellevalia romana,887
Bellevalia romana,14064
Berberis vulgaris,16953
Berberis vulgaris,16928
Berberis vulgaris,13546
Berberis vulgaris,11945
Berberis vulgaris,23283
Bryonia cretica,6116
Bryonia cretica,5040
Carpinus betulus,22775
Cyanus montanus,3263
Cercis siliquastrum,14271
Clematis vitalba,10161
Convolvulus arvensis,1198
Cornus mas,12628
Cornus mas,8291
Cornus sanguinea,18073
Crataegus laevigata,26166
Crataegus monogyna,26634
Cymbalaria muralis,20531
Dryas octopetala,10909
Epipactis atrorubens,21511
Eryngium maritimum,394
Ficus carica,26698
Frangula dodonei,25821
Frangula dodonei,17808
Fraxinus angustifolia,13549
Fraxinus ornus,11526
Fraxinus ornus,8935
Fraxinus ornus,24471
Gentianella ciliata,8228
Gentianella ciliata,77
Gentianella ciliata,534
Gentianella ciliata,3380
Gleditsia triacanthos,12822
Globularia bisnagarica,10707
Hedera helix,22677
Hedera helix,6090
Helianthemum apenninum,14100
Helleborus foetidus,19503
Helleborus foetidus,28655
Himantoglossum hircinum,5402
Iris lutescens,25154
Juglans nigra,1324
Juglans nigra,12859
Juglans regia,11202
Laurus nobilis,22584
Ligustrum vulgare,10463
Ligustrum vulgare,19981
Limodorum abortivum,17589
Malus sylvestris,1809
Malus sylvestris,33612
Matthiola sinuata,22770
Matthiola sinuata,1917
Morus alba,23655
Morus alba,26508
Narcissus assoanus,21906
Olea europaea,10472
Parnassia palustris,4175
Asplenium scolopendrium,25774
Pittosporum tobira,10741
Prunus avium,14774
Prunus avium,16027
Prunus dulcis,9754
Prunus dulcis,25789
Prunus mahaleb,12096
Prunus spinosa,4064
Punica granatum,9776
Punica granatum,19126
Quercus robur,3642
Quercus robur,32658
Ranunculus ficaria,5863
Rhamnus alaternus,34472
Rhamnus alaternus,9224
Rhamnus cathartica,36024
Rhus typhina,25309
Ruscus aculeatus,11195
Ruscus aculeatus,21931
Ruta montana,8915
Serapias lingua,3321
Smilax aspera,6261
Smilax aspera,10616
Sorbus aria,20573
Verbascum thapsus,21839
Verbascum thapsus,4877
Viburnum opulus,11809
Gentianella ciliata,935
Fraxinus angustifolia,5655
Aristolochia clematitis,29161
Aristolochia clematitis,3106
Aristolochia clematitis,17124
Gentianella ciliata,3835
Gentianella ciliata,16299
Gentianella ciliata,16363
Tussilago farfara,4932
Salvia pratensis,16217
Buddleja davidii,23974
Campanula trachelium,26262
Malva sylvestris,6237
Sambucus nigra,13023
Tilia platyphyllos,17449
Cistus albidus,19004
Cistus albidus,3537
Calystegia soldanella,34890
Silene dioica,23108
Silene dioica,3734
Alnus glutinosa,15303
Sedum sediforme,12826
Sedum sediforme,26829
Monotropa hypopitys,6459
Monotropa hypopitys,3261
Ailanthus altissima,30947
Phytolacca americana,34644
Tilia platyphyllos,817
Ranunculus ficaria,15682
Viola biflora,12405
Viola biflora,1657
Viola biflora,31118
Viola biflora,11009
Viola biflora,12652
Viola biflora,23786
Viola biflora,25413
Viola biflora,18738
Echinophora spinosa,29179
Echinophora spinosa,7550
Echinophora spinosa,12932
Echinophora spinosa,22940
Echinophora spinosa,9379
Anacamptis pyramidalis,17987
Salvia pratensis,1695
Senecio inaequidens,8296
Ligustrum vulgare,15016
Ligustrum vulgare,16522
Ligustrum vulgare,14776
Ligustrum vulgare,3137
Ligustrum vulgare,16393
Ligustrum vulgare,30508
Ligustrum vulgare,3800
Ligustrum vulgare,7373
Cornus mas,3536
Cornus mas,9995
Cornus mas,21256
Cornus mas,33633
Cornus mas,2865
Glaucium flavum,13212
Glaucium flavum,26273
Hyoscyamus albus,19504
Hyoscyamus albus,26104
Gentiana pneumonanthe,3215
Gentiana verna,13368
Gentiana verna,20008
Gentiana verna,11803
Globularia repens,26786
Globularia repens,27796
Epilobium hirsutum,10997
Solanum nigrum,6495
Bellevalia romana,10006
Hyacinthoides non-scripta,7081
Hyacinthoides non-scripta,16207
Hyacinthoides non-scripta,29367
Cichorium intybus,6812
Gladiolus italicus,15394
Gladiolus italicus,34991
Melittis melissophyllum,6927
Melittis melissophyllum,6118
Dipsacus fullonum,4996
Hyoscyamus albus,25049
Hyoscyamus albus,3187
Cyanus montanus,32346
Cyanus montanus,33392
Convolvulus arvensis,4550
Convolvulus arvensis,12753
Gentiana purpurea,8024
Soldanella alpina,26651
Soldanella alpina,27397
Soldanella alpina,26512
Aster alpinus,4127
Aster alpinus,28216
Aster alpinus,9151
Gentiana purpurea,18960
Gentiana purpurea,20669
Saxifraga paniculata,14880
Saxifraga paniculata,16338
Saxifraga paniculata,15628
Viola biflora,22425
Viola biflora,23392
Convolvulus cantabrica,11285
Convolvulus cantabrica,19709
Carthamus lanatus,24743
Phytolacca americana,15257
Carthamus lanatus,14575
Cichorium intybus,20432
Rosa canina,9965
Sorbus aria,3799
Sorbus aria,9480
Sorbus aria,23970
Pulsatilla alpina,7674
Pulsatilla alpina,3156
Pulsatilla alpina,18934
Pulsatilla alpina,29473
Pulsatilla alpina,3727
Pulsatilla alpina,35721
Pulsatilla alpina,21780
Thalictrum aquilegiifolium,26747
Thalictrum aquilegiifolium,4576
Thalictrum aquilegiifolium,34389
Thalictrum aquilegiifolium,30096
Thalictrum aquilegiifolium,32857
Thalictrum aquilegiifolium,22409
Thalictrum aquilegiifolium,5550
Thalictrum aquilegiifolium,16986
Thalictrum aquilegiifolium,26193
Thalictrum aquilegiifolium,2771
Thalictrum aquilegiifolium,36019
Thalictrum aquilegiifolium,32678
Caltha palustris,30263
Caltha palustris,9209
Caltha palustris,995
Caltha palustris,3327
Caltha palustris,26307
Caltha palustris,1222
Caltha palustris,19443
Caltha palustris,15470
Caltha palustris,5354
Caltha palustris,35516
Caltha palustris,17749
Myrtus communis,6871
Myrtus communis,12277
Myrtus communis,16445
Myrtus communis,20772
Myrtus communis,4866
Buddleja davidii,13953
Vitex agnus-castus,15194
Robinia pseudoacacia,11514
Robinia pseudoacacia,992
Tussilago farfara,19159
Geranium sylvaticum,1660
Geranium sylvaticum,10878
Geranium sylvaticum,5433
Geranium sylvaticum,33049
Thalictrum aquilegiifolium,29266
Thalictrum aquilegiifolium,26202
Rosa pendulina,5849
Rosa pendulina,9515
Rosa pendulina,1339
Cichorium intybus,33808
Rubus fruticosus,16515
Epipactis atrorubens,16152
Epipactis atrorubens,20266
Cotinus coggygria,6412
Cotinus coggygria,17316
Scolymus hispanicus,18586
Lythrum salicaria,24984
Sorbus torminalis,25554
Ligustrum vulgare,25725
Malva moschata,28643
Malva moschata,20998
Malva moschata,11019
Malva moschata,15383
Malva moschata,23061
Acer saccharinum,33892
Acer saccharinum,23395
Acer saccharinum,35134
Acer saccharinum,34197
Acer saccharinum,31053
Acer saccharinum,28469
Acer saccharinum,22253
Acer platanoides,32745
Acer platanoides,33122
Acer platanoides,3382
Echium vulgare,15741
Echium vulgare,7299
Echium vulgare,20490
Acer platanoides,20281
Acer platanoides,11324
Acer platanoides,18063
Acer platanoides,9613
Acer platanoides,20206
Acer platanoides,25729
Acer platanoides,31387
Acer platanoides,15068
Acer platanoides,5114
Acer platanoides,21082
Acer platanoides,13474
Acer platanoides,28889
Acer platanoides,26054
Acer platanoides,17505
Acer platanoides,22372
Acer platanoides,25838
Acer platanoides,25015
Acer platanoides,10178
Acer platanoides,14266
Acer platanoides,26825
Acer platanoides,14168
Acer platanoides,30505
Acer platanoides,24401
Acer platanoides,32764
Acer pseudoplatanus,19418
Acer pseudoplatanus,497
Acer pseudoplatanus,32843
Acer pseudoplatanus,29894
Acer pseudoplatanus,32662
Acer pseudoplatanus,15607
Acer pseudoplatanus,8749
Acer pseudoplatanus,8388
Geranium sylvaticum,13470
Geranium sylvaticum,12213
Geranium sylvaticum,9986
Acer pseudoplatanus,32150
Acer pseudoplatanus,30349
Acer pseudoplatanus,11632
Acer pseudoplatanus,19186
Acer pseudoplatanus,9137
Acer pseudoplatanus,8414
Acer pseudoplatanus,23662
Acer pseudoplatanus,19339
Acer pseudoplatanus,16494
Acer pseudoplatanus,7626
Acer pseudoplatanus,25533
Acer pseudoplatanus,33586
Acer pseudoplatanus,26228
Acer pseudoplatanus,25091
Acer pseudoplatanus,10689
Acer pseudoplatanus,10240
Acer pseudoplatanus,34085
Acer pseudoplatanus,34743
Acer pseudoplatanus,21901
Acer pseudoplatanus,31313
Acer pseudoplatanus,26093
Acer pseudoplatanus,8499
Acer pseudoplatanus,17630
Acer pseudoplatanus,33486
Acer pseudoplatanus,7824
Acer pseudoplatanus,30466
Acer pseudoplatanus,24661
Acer pseudoplatanus,11317
Acer pseudoplatanus,3379
Acer pseudoplatanus,6347
Alnus cordata,19238
Alnus cordata,28480
Alnus cordata,8726
Alnus cordata,9621
Alnus cordata,16857
Alnus cordata,36005
Alnus cordata,17330
Alnus cordata,21639
Alnus cordata,3329
Alnus cordata,15725
Alnus cordata,21736
Alnus cordata,2531
Alnus cordata,8186
Alnus cordata,11219
Alnus cordata,11502
Betula pendula,15453
Betula pendula,12209
Betula pendula,16297
Betula pendula,11850
Betula pendula,5230
Betula pendula,24830
Betula pendula,30021
Betula pendula,34080
Betula pendula,6229
Betula pendula,28120
Betula pendula,35584
Betula pendula,19003
Betula pendula,16359
Betula pendula,7127
Betula pendula,20743
Betula pendula,32607
Betula pendula,26073
Betula pendula,18968
Betula pendula,20826
Betula pendula,28034
Carpinus betulus,36270
Carpinus betulus,29519
Carpinus betulus,9792
Carpinus betulus,573
Carpinus betulus,3679
Castanea sativa,29949
Castanea sativa,2581
Castanea sativa,3105
Castanea sativa,3148
Castanea sativa,13446
Magnolia grandiflora,12883
Magnolia grandiflora,2471
Magnolia grandiflora,22415
Magnolia grandiflora,31511
Magnolia grandiflora,9481
Magnolia grandiflora,21026
Magnolia grandiflora,21590
Magnolia grandiflora,6952
Cornus mas,17107
Cornus mas,34584
Cornus mas,20771
Cornus mas,35332
Eriobotrya japonica,634
Eriobotrya japonica,33065
Eriobotrya japonica,18887
Eriobotrya japonica,5753
Eriobotrya japonica,15121
Eriobotrya japonica,222
Eriobotrya japonica,26979
Fagus sylvatica,15923
Fagus sylvatica,2716
Fagus sylvatica,23021
Fagus sylvatica,3894
Fagus sylvatica,22538
Fagus sylvatica,30724
Fagus sylvatica,19647
Fagus sylvatica,25490
Fraxinus angustifolia,6191
Fraxinus angustifolia,33601
Fraxinus angustifolia,10375
Fraxinus angustifolia,7951
Fraxinus angustifolia,29682
Fraxinus angustifolia,6588
Fraxinus angustifolia,12548
Fraxinus angustifolia,27052
Fraxinus angustifolia,14643
Fraxinus angustifolia,31528
Fraxinus angustifolia,28040
Fraxinus angustifolia,19053
Fraxinus angustifolia,5347
Fraxinus angustifolia,26285
Fraxinus excelsior,22267
Fraxinus excelsior,13892
Fraxinus excelsior,12860
Fraxinus excelsior,11991
Fraxinus excelsior,31250
Fraxinus excelsior,32292
Fraxinus excelsior,17325
Fraxinus excelsior,30611
Fraxinus excelsior,3652
Fraxinus excelsior,28776
Fraxinus excelsior,26843
Fraxinus excelsior,1875
Fraxinus excelsior,11102
Fraxinus excelsior,35114
Fraxinus excelsior,10676
Fraxinus excelsior,13863
Fraxinus excelsior,24303
Fraxinus excelsior,25287
Fraxinus excelsior,27428
Fraxinus excelsior,35213
Fraxinus excelsior,19815
Fraxinus excelsior,15036
Fraxinus excelsior,12571
Fraxinus excelsior,18224
Cornus mas,576
Cornus mas,837
Cornus mas,27237
Cornus mas,20977
Cornus mas,30581
Cornus mas,1940
Cornus mas,6323
Cornus mas,13746
Cornus mas,12891
Cornus mas,20945
Eriobotrya japonica,9960
Eriobotrya japonica,4325
Eriobotrya japonica,11164
Fagus sylvatica,36178
Fagus sylvatica,25449
Fagus sylvatica,9857
Fagus sylvatica,9868
Fagus sylvatica,23993
Quercus ilex,28460
Quercus ilex,5888
Quercus ilex,24241
Quercus ilex,1712
Quercus ilex,8841
Ginkgo biloba,3983
Ginkgo biloba,18323
Ginkgo biloba,1787
Ginkgo biloba,13454
Ginkgo biloba,6673
Ginkgo biloba,25859
Ginkgo biloba,23428
Laburnum anagyroides,19586
Laburnum anagyroides,26348
Laburnum anagyroides,26316
Laburnum anagyroides,14144
Laburnum anagyroides,10572
Laburnum anagyroides,31923
Laburnum anagyroides,28913
Laburnum anagyroides,21449
Laburnum anagyroides,7192
Laburnum anagyroides,13211
Laburnum anagyroides,7340
Laburnum anagyroides,5343
Laburnum anagyroides,9297
Laburnum anagyroides,24780
Laburnum anagyroides,31504
Laburnum anagyroides,6113
Laburnum anagyroides,21465
Laburnum anagyroides,16149
Laburnum anagyroides,24481
Laburnum anagyroides,7462
Laburnum anagyroides,34566
Laburnum anagyroides,18186
Laburnum anagyroides,7458
Laburnum anagyroides,30070
Laburnum anagyroides,15789
Laburnum anagyroides,15727
Laburnum anagyroides,34277
Laburnum anagyroides,8663
Laburnum anagyroides,33555
Laburnum anagyroides,30324
Laburnum anagyroides,22831
Laburnum anagyroides,16565
Prunus serrulata,27241
Prunus serrulata,6435
Prunus serrulata,26048
Prunus serrulata,17123
Prunus serrulata,32950
Prunus serrulata,5168
Prunus serrulata,30916
Prunus serrulata,2494
Prunus serrulata,13585
Prunus serrulata,2161
Prunus serrulata,28801
Prunus serrulata,17427
Prunus serrulata,35350
Prunus serrulata,12551
Prunus serrulata,33186
Tilia cordata,2041
Tilia cordata,6802
Tilia cordata,29119
Tilia cordata,7579
Tilia cordata,3461
Tilia cordata,33700
Tilia cordata,20554
Viburnum lantana,4011
Viburnum lantana,8002
Viburnum lantana,28138
Viburnum lantana,34577
Viburnum lantana,33231
Viburnum lantana,14311
Aquilegia vulgaris,21427
Aquilegia vulgaris,22304
Caltha palustris,34046
Caltha palustris,5790
Caltha palustris,23088
Anemone nemorosa,16042
Anemone nemorosa,15402
Fagus sylvatica,26556
Fagus sylvatica,8768
Carpinus betulus,20094
Acer platanoides,3035
Hedera helix,23259
Asplenium scolopendrium,12603
Calystegia soldanella,13472
Silene dioica,8871
Helleborus foetidus,26576
Helleborus foetidus,34793
Quercus coccifera,11208
Rosa canina,21977
Smilax aspera,27576
Anacamptis morio,10222
Anacamptis morio,31369
Anacamptis morio,11181
Anacamptis morio,15039
Anacamptis morio,23711
Orchis mascula,4517
Orchis mascula,24152
Hedera helix,7731
Hedera helix,6321
Hedera helix,12452
Hedera helix,22384
Hedera helix,18821
Hedera helix,16559
Hedera helix,17533
Hedera helix,7695
Hedera helix,29391
Hedera helix,27922
Hedera helix,22227
Hedera helix,31469
Hedera helix,2207
Hedera helix,11201
Hedera helix,27948
Hedera helix,25368
Hedera helix,32016
Hedera helix,14830
Hedera helix,26189
Rosa pendulina,14041
Rosa pendulina,16408
Rosa pendulina,24434
Rosa pendulina,26360
Juglans regia,11350
Juglans regia,24942
Juglans regia,29492
Malva dendromorpha,18718
Malva dendromorpha,12249
Geranium sylvaticum,2301
Geranium sylvaticum,15912
Echium vulgare,24654
Echium vulgare,10234
Echium vulgare,12724
Echium vulgare,21122
Verbascum lychnitis,35537
Clematis vitalba,24289
Cornus sanguinea,16761
Cymbalaria muralis,14481
Dipsacus fullonum,25125
Epilobium hirsutum,24393
Euonymus europaeus,20331
Rhamnus alaternus,22977
Anacamptis pyramidalis,33975
Anacamptis pyramidalis,29400
Rhamnus alaternus,27171
Rhamnus alaternus,30213
Rhamnus alaternus,5630
Rhamnus alaternus,13663
Rhamnus alaternus,5865
Rhamnus alaternus,10947
Rhamnus alaternus,27462
Rhamnus alaternus,27251
Rhamnus alaternus,33008
Rhamnus alaternus,29709
Gentiana verna,1585
Prunus dulcis,32512
Prunus dulcis,32047
Prunus dulcis,22448
Globularia alypum,17574
Fraxinus ornus,21092
Caltha palustris,8897
Corylus avellana,25483
Gagea bohemica,25753
Rhamnus alaternus,8734
Rosa pendulina,23870
Rosa pendulina,31491
Dactylorhiza maculata,13269
Dactylorhiza maculata,34370
Lilium martagon,12254
Ranunculus ficaria,26357
Alnus glutinosa,5381
Alnus glutinosa,7058
Sorbus domestica,35228
Sorbus domestica,26719
Sorbus domestica,10179
Sorbus domestica,3443
Silene dioica,32590
Soldanella alpina,17246
Pinus halepensis,9808
Quercus robur,918
Fagus sylvatica,3991
Myrtus communis,17486
Cotinus coggygria,20446
Cotinus coggygria,30786
Cotinus coggygria,264
Cotinus coggygria,8262
Cotinus coggygria,21773
Cotinus coggygria,22948
Cotinus coggygria,26943
Epilobium hirsutum,25984
Epilobium hirsutum,14975
Epilobium hirsutum,17540
Epilobium hirsutum,16665
Epilobium hirsutum,28210
Epilobium hirsutum,17623
Epilobium hirsutum,21215
Narcissus dubius,19604
Narcissus dubius,34526
Narcissus dubius,27720
Narcissus dubius,18342
Narcissus dubius,33473
Paliurus spina-christi,21518
Paliurus spina-christi,5625
Paliurus spina-christi,1644
Paliurus spina-christi,29387
Geranium sylvaticum,8955
Ilex aquifolium,7837
Populus alba,22015
Populus alba,23275
Arbutus unedo,5163
Arbutus unedo,29364
Arbutus unedo,35412
Arbutus unedo,28873
Arbutus unedo,14106
Arbutus unedo,4906
Arbutus unedo,31680
Arbutus unedo,31325
Ligustrum vulgare,12924
Lythrum salicaria,20324
Tussilago farfara,11159
Tussilago farfara,10934
Helleborus foetidus,22312
Helleborus foetidus,4020
Helleborus foetidus,24217
Centaurea jacea,32167
Centaurea jacea,18273
Anemone hepatica,8762
Centaurea pectinata,23731
Centaurea pectinata,6729
Centaurea pectinata,12984
Centaurea pectinata,13245
Centaurea pectinata,23518
Anemone hepatica,22525
Anemone hepatica,32576
Anemone hepatica,33516
Ligustrum vulgare,22797
Melia azedarach,32192
Gleditsia triacanthos,2361
Gleditsia triacanthos,11265
Gleditsia triacanthos,20169
Albizia julibrissin,20444
Albizia julibrissin,6912
Blechnum spicant,17286
Blechnum spicant,8543
Blechnum spicant,11146
Blechnum spicant,15776
Laburnum anagyroides,9083
Laburnum anagyroides,9082
Laburnum anagyroides,28992
Betula pendula,1698
Betula pendula,24741
Betula pendula,20609
Betula pendula,10688
Betula pendula,35321
Prunus dulcis,5944
Prunus dulcis,34464
Prunus dulcis,36204
Prunus dulcis,13781
Prunus dulcis,16239
Prunus dulcis,34908
Prunus dulcis,17934
Syringa vulgaris,8745
Syringa vulgaris,21523
Syringa vulgaris,21079
Syringa vulgaris,28647
Syringa vulgaris,5077
Syringa vulgaris,7540
Prunus dulcis,25299
Prunus dulcis,9124
Prunus dulcis,31317
Prunus dulcis,34098
Prunus dulcis,8085
Prunus dulcis,24782
Prunus dulcis,2293
Prunus dulcis,2082
Prunus dulcis,32710
Prunus dulcis,14237
Crataegus monogyna,2530
Populus tremula,13614
Hedera helix,1039
Hedera helix,19527
Laurus nobilis,626
Laurus nobilis,26589
Laurus nobilis,33086
Crataegus laevigata,6638
Crataegus laevigata,27287
Crataegus laevigata,16020
Crataegus laevigata,19641
Crataegus laevigata,33219
Crataegus laevigata,18525
Crataegus laevigata,6751
Acer negundo,12331
Silene dioica,5969
Rhamnus alaternus,11573
Parnassia palustris,14223
Parnassia palustris,27644
Parnassia palustris,31477
Parnassia palustris,26718
Parnassia palustris,13289
Populus alba,24906
Gentiana pneumonanthe,32595
Gentiana pneumonanthe,2525
Gentiana pneumonanthe,14624
Salix cinerea,13072
Salix cinerea,1617
Salix cinerea,18206
Salix cinerea,10224
Viburnum opulus,1944
Viburnum opulus,6423
Gagea granatelli,6206
Gagea granatelli,31110
Narcissus assoanus,5502
Narcissus assoanus,6471
Narcissus assoanus,17794
Narcissus assoanus,26315
Narcissus assoanus,22838
Gagea granatelli,23997
Gagea granatelli,34791
Gagea granatelli,24191
Gagea granatelli,722
Cyanus montanus,4959
Ranunculus ficaria,7519
Scilla bifolia,2257
Scilla bifolia,11360
Scilla bifolia,19926
Campanula trachelium,23168
Orchis mascula,25474
Parnassia palustris,13973
Parnassia palustris,23039
Prunus avium,1760
Prunus spinosa,17573
Ranunculus ficaria,19924
Salvia pratensis,2024
Sambucus nigra,17826
Senecio inaequidens,1193
Gagea granatelli,30523
Gagea granatelli,6224
Narcissus assoanus,9623
Tussilago farfara,30272
Prunus spinosa,1593
Alnus glutinosa,29939
Alnus glutinosa,2437
Alnus glutinosa,2606
Allium triquetrum,24994
Allium triquetrum,9491
Geranium sylvaticum,14008
Ulmus minor,9642
Acer pseudoplatanus,19965
Acer pseudoplatanus,13709
Arbutus unedo,3037
Arbutus unedo,10059
Arbutus unedo,9495
Arbutus unedo,17705
Arbutus unedo,8894
Arbutus unedo,21423
Carpinus betulus,13423
Carpinus betulus,28253
Carpinus betulus,18351
Carpinus betulus,31700
Carpinus betulus,15399
Carpinus betulus,22970
Carpinus betulus,15534
Carpinus betulus,26210
Carpinus betulus,5659
Carpinus betulus,33216
Carpinus betulus,939
Phillyrea angustifolia,17347
Phillyrea angustifolia,29987
Celtis australis,18802
Celtis australis,9
Celtis australis,23882
Celtis australis,13913
Celtis australis,13600
Cercis siliquastrum,3319
Cercis siliquastrum,34503
Cercis siliquastrum,24320
Cercis siliquastrum,4405
Cercis siliquastrum,19111
